slug,title_ar,status,issue_date_hijri,issue_date_gregorian,publish_date_hijri,publish_date_gregorian,effective_date_hijri,effective_date_gregorian,organized_source,knowledge_file,document_scope,catalog_source,version_status,version_status_label_ar,historical_versions_available,recent_update_note,article_count,paragraph_count,indexable_paragraph_count,text_chars,verbatim_chars,citation_base_ar,official_source_url_primary,verbatim_file
nzam-alihsaa,نظام الإحصاء,ساري,1447/02/10 هـ الموافق : 04/08/2025 مـ,2025-08-04,1447/02/21 هـ الموافق : 15/08/2025 مـ,2025-08-15,1447/02/21 هـ الموافق : 15/08/2025 مـ,2025-08-15,documents/saudi_regulations/official_latest/nzam-alihsaa.pdf,documents/knowledge/saudi_regulations/nzam-alihsaa.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,22,73,73,9590,9591,نظام الإحصاء,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/b4edc050-18f3-4b23-aabc-b35b00ddaab7/1,data/structured/verbatim_texts/nzam-alihsaa.txt
nzam-alihsaaat-alaamh-lldwlh,نظام الإحصاءات العامة للدولة,ساري,1379/01/01 هـ الموافق : 07/07/1959 مـ,1959-07-07,1379/01/01 هـ الموافق : 07/07/1959 مـ,1959-07-07,1379/01/01 هـ الموافق : 07/07/1959 مـ,1959-07-07,documents/saudi_regulations/official_latest/nzam-alihsaaat-alaamh-lldwlh.pdf,documents/knowledge/saudi_regulations/nzam-alihsaaat-alaamh-lldwlh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,17,17,17,4430,4487,نظام الإحصاءات العامة للدولة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/3563a355-6ff9-4296-af66-a9a700f20e70/1,data/structured/verbatim_texts/nzam-alihsaaat-alaamh-lldwlh.txt
nzam-alidhaah-alasasy,نظام الإذاعة الأساسي,ساري,1374/01/01 هـ الموافق : 29/08/1954 مـ,1954-08-29,1374/01/01 هـ الموافق : 29/08/1954 مـ,1954-08-29,1374/01/01 هـ الموافق : 29/08/1954 مـ,1954-08-29,documents/saudi_regulations/official_latest/nzam-alidhaah-alasasy.pdf,documents/knowledge/saudi_regulations/nzam-alidhaah-alasasy.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,12,18,18,4305,4338,نظام الإذاعة الأساسي,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/83431376-5cf3-4374-875a-a9a700f16985/1,data/structured/verbatim_texts/nzam-alidhaah-alasasy.txt
nzam-alialam-almryy-walmsmwa,نظام الإعلام المرئي والمسموع,ساري,1439/03/25 هـ الموافق : 13/12/2017 مـ,2017-12-13,1439/03/25 هـ الموافق : 13/12/2017 مـ,2017-12-13,1439/03/25 هـ الموافق : 13/12/2017 مـ,2017-12-13,documents/saudi_regulations/official_latest/nzam-alialam-almryy-walmsmwa.pdf,documents/knowledge/saudi_regulations/nzam-alialam-almryy-walmsmwa.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,25,88,88,10442,10443,نظام الإعلام المرئي والمسموع,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/ed5fdbc0-c183-4a8a-a8b7-a9ed004b5900/1,data/structured/verbatim_texts/nzam-alialam-almryy-walmsmwa.txt
nzam-aliflas,نظام الإفلاس,ساري,1439/05/28 هـ الموافق : 14/02/2018 مـ,2018-02-14,1439/05/28 هـ الموافق : 14/02/2018 مـ,2018-02-14,1439/05/28 هـ الموافق : 14/02/2018 مـ,2018-02-14,documents/saudi_regulations/official_latest/nzam-aliflas.pdf,documents/knowledge/saudi_regulations/nzam-aliflas.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,231,795,795,112149,112150,نظام الإفلاس,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/68204119-84f1-4789-8fad-a9ec014c3788/1,data/structured/verbatim_texts/nzam-aliflas.txt
nzam-aliqamh-almmyzh,نظام الإقامة المميزة,ساري,1440/09/10 هـ الموافق : 15/05/2019 مـ,2019-05-15,1440/09/13 هـ الموافق : 18/05/2019 مـ,2019-05-18,1440/09/13 هـ الموافق : 18/05/2019 مـ,2019-05-18,documents/saudi_regulations/official_latest/nzam-aliqamh-almmyzh.pdf,documents/knowledge/saudi_regulations/nzam-aliqamh-almmyzh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,14,59,59,5447,5449,نظام الإقامة المميزة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/5e9762df-2b15-4e66-8cdc-aa5200f62042/1,data/structured/verbatim_texts/nzam-aliqamh-almmyzh.txt
nzam-aliydaa,نظام الإيداع,ساري,1412/09/07 هـ الموافق : 11/03/1992 مـ,1992-03-11,1412/10/14 هـ الموافق : 17/04/1992 مـ,1992-04-17,1412/10/14 هـ الموافق : 17/04/1992 مـ,1992-04-17,documents/saudi_regulations/official_latest/nzam-aliydaa.pdf,documents/knowledge/saudi_regulations/nzam-aliydaa.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,7,12,12,4205,4308,نظام الإيداع,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/dc90bcd7-26fe-44c0-a40d-a9a700f17216/1,data/structured/verbatim_texts/nzam-aliydaa.txt
nzam-aliydaa-fy-almkhazn-alaamh,نظام الإيداع في المخازن العامة,ساري,1427/05/10 هـ الموافق : 06/06/2006 مـ,2006-06-06,1428/02/26 هـ الموافق : 16/03/2007 مـ,2007-03-16,1428/02/26 هـ الموافق : 16/03/2007 مـ,2007-03-16,documents/saudi_regulations/official_latest/nzam-aliydaa-fy-almkhazn-alaamh.pdf,documents/knowledge/saudi_regulations/nzam-aliydaa-fy-almkhazn-alaamh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,28,35,35,8463,8998,نظام الإيداع في المخازن العامة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/86f03d34-3650-4553-b6a0-a9a700f2cdae/1,data/structured/verbatim_texts/nzam-aliydaa-fy-almkhazn-alaamh.txt
communications-and-information-technology-law,نظام الاتصالات وتقنية المعلومات,ساري,1443/11/02 هـ الموافق : 01/06/2022 مـ,2022-06-01,1443/11/11 هـ الموافق : 10/06/2022 مـ,2022-06-10,1443/11/11 هـ الموافق : 10/06/2022 مـ,2022-06-10,documents/saudi_regulations/official_latest/nzam-alatsalat-wtqnyh-almalwmat.pdf,documents/knowledge/saudi_regulations/nzam-alatsalat-wtqnyh-almalwmat.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,41,178,178,25055,25055,نظام الاتصالات وتقنية المعلومات,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/ae610645-e094-48ef-814e-aeb4009d244f/1,data/structured/verbatim_texts/communications-and-information-technology-law.txt
nzam-alastthmar,نظام الاستثمار,ساري,1446/01/16 هـ الموافق : 22/07/2024 مـ,2024-07-22,1446/02/12 هـ الموافق : 16/08/2024 مـ,2024-08-16,1446/02/12 هـ الموافق : 16/08/2024 مـ,2024-08-16,documents/saudi_regulations/official_latest/nzam-alastthmar.pdf,documents/knowledge/saudi_regulations/nzam-alastthmar.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,16,63,63,7926,7926,نظام الاستثمار,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/eda86cc3-3a00-4b90-900d-b1d000c8a863/1,data/structured/verbatim_texts/nzam-alastthmar.txt
nzam-alast-thmar-altadyny,نظام الاستــثمار التعديني.,ساري,1441/10/19 هـ الموافق : 11/06/2020 مـ,2020-06-11,1441/11/12 هـ الموافق : 03/07/2020 مـ,2020-07-03,1441/11/12 هـ الموافق : 03/07/2020 مـ,2020-07-03,documents/saudi_regulations/official_latest/nzam-alast-thmar-altadyny.pdf,documents/knowledge/saudi_regulations/nzam-alast-thmar-altadyny.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,64,242,242,35475,35478,نظام الاستــثمار التعديني.,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/9560f620-e77e-476c-b9ea-abdd00b87480/1,data/structured/verbatim_texts/nzam-alast-thmar-altadyny.txt
nzam-alamtyaz-altjary,نظام الامتياز التجاري,ساري,1441/02/09 هـ الموافق : 08/10/2019 مـ,2019-10-08,1441/02/24 هـ الموافق : 23/10/2019 مـ,2019-10-23,1441/02/24 هـ الموافق : 23/10/2019 مـ,2019-10-23,documents/saudi_regulations/official_latest/nzam-alamtyaz-altjary.pdf,documents/knowledge/saudi_regulations/nzam-alamtyaz-altjary.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,27,119,119,17004,17008,نظام الامتياز التجاري,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/af2a6b93-51dd-4f16-b781-aafd00d9fbbc/1,data/structured/verbatim_texts/nzam-alamtyaz-altjary.txt
nzam-alandbat-alwzyfy,نظام الانضباط الوظيفي,ساري,1443/02/08 هـ الموافق : 15/09/2021 مـ,2021-09-15,1443/02/17 هـ الموافق : 24/09/2021 مـ,2021-09-24,1443/02/17 هـ الموافق : 24/09/2021 مـ,2021-09-24,documents/saudi_regulations/official_latest/nzam-alandbat-alwzyfy.pdf,documents/knowledge/saudi_regulations/nzam-alandbat-alwzyfy.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,25,60,60,8494,8494,نظام الانضباط الوظيفي,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/896f4986-334b-4c76-b938-ada500eae2eb/1,data/structured/verbatim_texts/nzam-alandbat-alwzyfy.txt
nzam-alayjar-altmwyly,نظام الايجار التمويلي,ساري,1433/08/13 هـ الموافق : 03/07/2012 مـ,2012-07-03,1433/10/13 هـ الموافق : 31/08/2012 مـ,2012-08-31,1433/10/13 هـ الموافق : 31/08/2012 مـ,2012-08-31,documents/saudi_regulations/official_latest/nzam-alayjar-altmwyly.pdf,documents/knowledge/saudi_regulations/nzam-alayjar-altmwyly.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,28,44,44,8698,8740,نظام الايجار التمويلي,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/9b61c9c0-71e2-4096-a3da-a9a700f2d79a/1,data/structured/verbatim_texts/nzam-alayjar-altmwyly.txt
nzam-albhth-alalmy-albhry-fy-almnatq-albhryh-altab-ah-llmmlkh-alarbyh-alsawdyh,نظام البحث العلمي البحري في المناطق البحرية التابِعة للمملكة العربية السعودية,ساري,1413/08/11 هـ الموافق : 02/02/1993 مـ,1993-02-02,1419/11/17 هـ الموافق : 05/03/1999 مـ,1999-03-05,1419/11/17 هـ الموافق : 05/03/1999 مـ,1999-03-05,documents/saudi_regulations/official_latest/nzam-albhth-alalmy-albhry-fy-almnatq-albhryh-altab-ah-llmmlkh-alarbyh-alsawdyh.pdf,documents/knowledge/saudi_regulations/nzam-albhth-alalmy-albhry-fy-almnatq-albhryh-altab-ah-llmmlkh-alarbyh-alsawdyh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,19,40,40,9105,9167,نظام البحث العلمي البحري في المناطق البحرية التابِعة للمملكة العربية السعودية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/799f2563-d262-4444-9646-a9a700f24f08/1,data/structured/verbatim_texts/nzam-albhth-alalmy-albhry-fy-almnatq-albhryh-altab-ah-llmmlkh-alarbyh-alsawdyh.txt
nzam-albryd,نظام البريد,ساري,1443/03/08 هـ الموافق : 14/10/2021 مـ,2021-10-14,1443/03/16 هـ الموافق : 22/10/2021 مـ,2021-10-22,1443/03/16 هـ الموافق : 22/10/2021 مـ,2021-10-22,documents/saudi_regulations/official_latest/nzam-albryd.pdf,documents/knowledge/saudi_regulations/nzam-albryd.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,37,89,89,11849,11849,نظام البريد,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/8ca91427-5be7-4807-80ae-adc700a97f0d/1,data/structured/verbatim_texts/nzam-albryd.txt
nzam-albldyat-walqra,نظام البلديات والقرى,ساري,1397/01/01 هـ الموافق : 22/12/1976 مـ,1976-12-22,1397/01/01 هـ الموافق : 22/12/1976 مـ,1976-12-22,1397/01/01 هـ الموافق : 22/12/1976 مـ,1976-12-22,documents/saudi_regulations/official_latest/nzam-albldyat-walqra.pdf,documents/knowledge/saudi_regulations/nzam-albldyat-walqra.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,49,62,62,14631,15133,نظام البلديات والقرى,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/e5f63d07-7de5-4a4d-a02f-a9a700f21187/1,data/structured/verbatim_texts/nzam-albldyat-walqra.txt
nzam-albnk-alsawdy-lltslyf-waladkhar-bnk-altnmyh-alajtmaayh,نظام البنك السعودي للتسليف والادخار ( بنك التنمية الاجتماعية ),ساري,1427/06/01 هـ الموافق : 27/06/2006 مـ,2006-06-27,1427/07/17 هـ الموافق : 11/08/2006 مـ,2006-08-11,1427/07/17 هـ الموافق : 11/08/2006 مـ,2006-08-11,documents/saudi_regulations/official_latest/nzam-albnk-alsawdy-lltslyf-waladkhar-bnk-altnmyh-alajtmaayh.pdf,documents/knowledge/saudi_regulations/nzam-albnk-alsawdy-lltslyf-waladkhar-bnk-altnmyh-alajtmaayh.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,18,28,28,3873,4085,نظام البنك السعودي للتسليف والادخار ( بنك التنمية الاجتماعية ),https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/90b81287-baab-4f66-a9c1-a9a700f2ce78/1,data/structured/verbatim_texts/nzam-albnk-alsawdy-lltslyf-waladkhar-bnk-altnmyh-alajtmaayh.txt
nzam-albnk-almrkzy-alsawdy,نظام البنك المركزي السعودي,ساري,1442/04/11 هـ الموافق : 26/11/2020 مـ,2020-11-26,1442/04/26 هـ الموافق : 11/12/2020 مـ,2020-12-11,1442/04/26 هـ الموافق : 11/12/2020 مـ,2020-12-11,documents/saudi_regulations/official_latest/nzam-albnk-almrkzy-alsawdy.pdf,documents/knowledge/saudi_regulations/nzam-albnk-almrkzy-alsawdy.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,27,99,99,11632,11632,نظام البنك المركزي السعودي,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/a292ec7e-85fb-4ceb-9ad0-ac9200ced829/1,data/structured/verbatim_texts/nzam-albnk-almrkzy-alsawdy.txt
nzam-albyyh,نظام البيئة,ساري,1441/11/19 هـ الموافق : 10/07/2020 مـ,2020-07-10,1441/11/26 هـ الموافق : 17/07/2020 مـ,2020-07-17,1441/11/26 هـ الموافق : 17/07/2020 مـ,2020-07-17,documents/saudi_regulations/official_latest/nzam-albyyh.pdf,documents/knowledge/saudi_regulations/nzam-albyyh.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,49,152,152,21360,21384,نظام البيئة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/63831ff6-63d9-4212-8b54-abf800e146bd/1,data/structured/verbatim_texts/nzam-albyyh.txt
nzam-albyanat-altjaryh,نظام البيانات التجارية,ساري,1423/01/01 هـ الموافق : 15/03/2002 مـ,2002-03-15,1423/01/01 هـ الموافق : 15/03/2002 مـ,2002-03-15,1423/01/01 هـ الموافق : 15/03/2002 مـ,2002-03-15,documents/saudi_regulations/official_latest/nzam-albyanat-altjaryh.pdf,documents/knowledge/saudi_regulations/nzam-albyanat-altjaryh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,14,20,20,3711,3715,نظام البيانات التجارية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/95a6369d-d712-4028-842e-a9a700f1a957/1,data/structured/verbatim_texts/nzam-albyanat-altjaryh.txt
nzam-altamyn-dd-altatl-an-alaml,نظام التأمين ضد التعطل عن العمل,ساري,1435/03/12 هـ الموافق : 13/01/2014 مـ,2014-01-13,1435/04/14 هـ الموافق : 14/02/2014 مـ,2014-02-14,1435/04/14 هـ الموافق : 14/02/2014 مـ,2014-02-14,documents/saudi_regulations/official_latest/nzam-altamyn-dd-altatl-an-alaml.pdf,documents/knowledge/saudi_regulations/nzam-altamyn-dd-altatl-an-alaml.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,29,38,38,10098,10098,نظام التأمين ضد التعطل عن العمل,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/c331efa7-58ec-48c9-b70e-a9a700f2ba82/1,data/structured/verbatim_texts/nzam-altamyn-dd-altatl-an-alaml.txt
nzam-altamynat-alajtmaayh,نظام التأمينات الاجتماعية,ساري,1445/12/26 هـ الموافق : 02/07/2024 مـ,2024-07-02,1445/12/29 هـ الموافق : 05/07/2024 مـ,2024-07-05,1445/12/29 هـ الموافق : 05/07/2024 مـ,2024-07-05,documents/saudi_regulations/official_latest/nzam-altamynat-alajtmaayh.pdf,documents/knowledge/saudi_regulations/nzam-altamynat-alajtmaayh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,63,253,253,39805,39810,نظام التأمينات الاجتماعية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/eaee8a20-3a54-4aaf-b0d9-b1ad00998962/1,data/structured/verbatim_texts/nzam-altamynat-alajtmaayh.txt
nzam-altamynat-alajtmaayh-1421h,نظام التأمينات الاجتماعية 1421هـ,ساري,1421/09/03 هـ الموافق : 29/11/2000 مـ,2000-11-29,1421/10/17 هـ الموافق : 12/01/2001 مـ,2001-01-12,1421/10/17 هـ الموافق : 12/01/2001 مـ,2001-01-12,documents/saudi_regulations/official_latest/nzam-altamynat-alajtmaayh-1421h.pdf,documents/knowledge/saudi_regulations/nzam-altamynat-alajtmaayh-1421h.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,71,205,205,43766,43989,نظام التأمينات الاجتماعية 1421هـ,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/8ff3cd90-e466-4bf9-a071-a9a700f2a70d/1,data/structured/verbatim_texts/nzam-altamynat-alajtmaayh-1421h.txt
nzam-altbra-balaadaa-albshryh,نظام التبرع بالأعضاء البشرية,ساري,1442/08/19 هـ الموافق : 01/04/2021 مـ,2021-04-01,1442/08/27 هـ الموافق : 09/04/2021 مـ,2021-04-09,1442/08/27 هـ الموافق : 09/04/2021 مـ,2021-04-09,documents/saudi_regulations/official_latest/nzam-altbra-balaadaa-albshryh.pdf,documents/knowledge/saudi_regulations/nzam-altbra-balaadaa-albshryh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,27,76,76,11908,11908,نظام التبرع بالأعضاء البشرية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4a16fbc8-7f1d-4647-8acc-ad0900d849c2/1,data/structured/verbatim_texts/nzam-altbra-balaadaa-albshryh.txt
e-commerce-law,نظام التجارة الإلكترونية,ساري,1440/11/07 هـ الموافق : 10/07/2019 مـ,2019-07-10,1440/11/21 هـ الموافق : 24/07/2019 مـ,2019-07-24,1440/11/21 هـ الموافق : 24/07/2019 مـ,2019-07-24,documents/saudi_regulations/official_latest/nzam-altjarh-alilktrwnyh.pdf,documents/knowledge/saudi_regulations/nzam-altjarh-alilktrwnyh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,26,90,90,10954,10955,نظام التجارة الإلكترونية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/360de590-0286-4fa5-a243-aa9100c31979/1,data/structured/verbatim_texts/e-commerce-law.txt
nzam-althkym,نظام التحكيم,ساري,1433/05/24 هـ الموافق : 16/04/2012 مـ,2012-04-16,1433/07/18 هـ الموافق : 08/06/2012 مـ,2012-06-08,1433/07/18 هـ الموافق : 08/06/2012 مـ,2012-06-08,documents/saudi_regulations/official_latest/nzam-althkym.pdf,documents/knowledge/saudi_regulations/nzam-althkym.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,58,78,78,24787,24801,نظام التحكيم,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/5535039e-13da-43f6-8f53-a9a700f26485/1,data/structured/verbatim_texts/nzam-althkym.txt
nzam-altkhsys,نظام التخصيص,ساري,1442/08/05 هـ الموافق : 18/03/2021 مـ,2021-03-18,1442/08/13 هـ الموافق : 26/03/2021 مـ,2021-03-26,1442/08/13 هـ الموافق : 26/03/2021 مـ,2021-03-26,documents/saudi_regulations/official_latest/nzam-altkhsys.pdf,documents/knowledge/saudi_regulations/nzam-altkhsys.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,45,154,154,26642,26642,نظام التخصيص,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/8af67ec1-6776-4f67-abb4-ad0900eadf2f/1,data/structured/verbatim_texts/nzam-altkhsys.txt
nzam-altsjyl-alayny-llaqar,نظام التسجيل العيني للعقار,ساري,1443/09/19 هـ الموافق : 20/04/2022 مـ,2022-04-20,1443/10/12 هـ الموافق : 13/05/2022 مـ,2022-05-13,1443/10/12 هـ الموافق : 13/05/2022 مـ,2022-05-13,documents/saudi_regulations/official_latest/nzam-altsjyl-alayny-llaqar.pdf,documents/knowledge/saudi_regulations/nzam-altsjyl-alayny-llaqar.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,40,92,92,14616,14630,نظام التسجيل العيني للعقار,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/c9756bfb-ff81-4226-a820-ae8200dc074c/1,data/structured/verbatim_texts/nzam-altsjyl-alayny-llaqar.txt
nzam-altsrf-fy-alaqarat-albldyh,نظام التصرف في العقارات البلدية,ساري,1392/01/01 هـ الموافق : 16/02/1972 مـ,1972-02-16,1392/01/01 هـ الموافق : 16/02/1972 مـ,1972-02-16,1392/01/01 هـ الموافق : 16/02/1972 مـ,1972-02-16,documents/saudi_regulations/official_latest/nzam-altsrf-fy-alaqarat-albldyh.pdf,documents/knowledge/saudi_regulations/nzam-altsrf-fy-alaqarat-albldyh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,6,7,7,1480,1504,نظام التصرف في العقارات البلدية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/81bd35e9-ee8d-47bf-97c7-a9a700f2100a/1,data/structured/verbatim_texts/nzam-altsrf-fy-alaqarat-albldyh.txt
nzam-altaaml-ma-almward-alwrathyh-alnbatyh-llaghdhyh-walzraah,نظام التعامل مع الموارد الوراثية النباتية للأغذية والزراعة,ساري,1439/10/27 هـ الموافق : 11/07/2018 مـ,2018-07-11,1439/11/12 هـ الموافق : 25/07/2018 مـ,2018-07-25,1439/11/12 هـ الموافق : 25/07/2018 مـ,2018-07-25,documents/saudi_regulations/official_latest/nzam-altaaml-ma-almward-alwrathyh-alnbatyh-llaghdhyh-walzraah.pdf,documents/knowledge/saudi_regulations/nzam-altaaml-ma-almward-alwrathyh-alnbatyh-llaghdhyh-walzraah.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,15,93,93,8935,8995,نظام التعامل مع الموارد الوراثية النباتية للأغذية والزراعة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/552d21ef-81c0-4373-bd8a-a9f6016398ef/1,data/structured/verbatim_texts/nzam-altaaml-ma-almward-alwrathyh-alnbatyh-llaghdhyh-walzraah.txt
electronic-transactions-law,نظام التعاملات الإلكترونية,ساري,1428/03/08 هـ الموافق : 27/03/2007 مـ,2007-03-27,1428/03/29 هـ الموافق : 17/04/2007 مـ,2007-04-17,1428/03/29 هـ الموافق : 17/04/2007 مـ,2007-04-17,documents/saudi_regulations/official_latest/nzam-altaamlat-alilktrwnyh.pdf,documents/knowledge/saudi_regulations/nzam-altaamlat-alilktrwnyh.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,31,79,79,16371,17068,نظام التعاملات الإلكترونية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/6f509360-2c39-4358-ae2a-a9a700f2ed16/1,data/structured/verbatim_texts/electronic-transactions-law.txt
nzam-altqaad-alaskry,نظام التقاعد العسكري,ساري,1395/04/05 هـ الموافق : 16/04/1975 مـ,1975-04-16,1395/04/05 هـ الموافق : 16/04/1975 مـ,1975-04-16,1395/04/05 هـ الموافق : 16/04/1975 مـ,1975-04-16,documents/saudi_regulations/official_latest/nzam-altqaad-alaskry.pdf,documents/knowledge/saudi_regulations/nzam-altqaad-alaskry.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,36,64,64,12356,12477,نظام التقاعد العسكري,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/0838afd4-ca76-4b4a-b1d1-a9a700f22afd/1,data/structured/verbatim_texts/nzam-altqaad-alaskry.txt
nzam-altqaad-almdny,نظام التقاعد المدني,ساري,1393/07/29 هـ الموافق : 27/08/1973 مـ,1973-08-27,1393/07/29 هـ الموافق : 27/08/1973 مـ,1973-08-27,1393/07/29 هـ الموافق : 27/08/1973 مـ,1973-08-27,documents/saudi_regulations/official_latest/nzam-altqaad-almdny.pdf,documents/knowledge/saudi_regulations/nzam-altqaad-almdny.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,41,70,70,18539,18786,نظام التقاعد المدني,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/859d4e56-627b-4766-a7aa-a9a700f23975/1,data/structured/verbatim_texts/nzam-altqaad-almdny.txt
nzam-altkalyf-alqdayyh,نظام التكاليف القضائية,ساري,1443/01/30 هـ الموافق : 07/09/2021 مـ,2021-09-07,1443/02/10 هـ الموافق : 17/09/2021 مـ,2021-09-17,1443/02/10 هـ الموافق : 17/09/2021 مـ,2021-09-17,documents/saudi_regulations/official_latest/nzam-altkalyf-alqdayyh.pdf,documents/knowledge/saudi_regulations/nzam-altkalyf-alqdayyh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,23,64,64,6984,6984,نظام التكاليف القضائية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/3e368087-7b31-46e7-8005-ada100b8f703/1,data/structured/verbatim_texts/nzam-altkalyf-alqdayyh.txt
nzam-altmwyl-alaqary,نظام التمويل العقاري,ساري,1433/08/13 هـ الموافق : 03/07/2012 مـ,2012-07-03,1433/10/13 هـ الموافق : 31/08/2012 مـ,2012-08-31,1433/10/13 هـ الموافق : 31/08/2012 مـ,2012-08-31,documents/saudi_regulations/official_latest/nzam-altmwyl-alaqary.pdf,documents/knowledge/saudi_regulations/nzam-altmwyl-alaqary.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,15,20,20,4576,4586,نظام التمويل العقاري,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/88254f6b-0311-4ed2-be96-a9a700f2d6f2/1,data/structured/verbatim_texts/nzam-altmwyl-alaqary.txt
